Week,Forecasted Sales
2023-12-31,170.30683473595136
2024-01-07,171.9490874731284
2024-01-14,171.52960485339403
2024-01-21,171.63675381060125
2024-01-28,171.60938462177083
2024-02-04,171.61637556705634
2024-02-11,171.61458986137512
2024-02-18,171.61504598635534
2024-02-25,171.6149294777953
2024-03-03,171.6149592377189
2024-03-10,171.6149516361053
2024-03-17,171.61495357779472
